candidate_id,week_id,season,region_type,weather_summary,weekly_condition,avg_temp,rainy_days,outdoor_friendly_days,bad_air_days,mission_title,mission_description,mission_type,is_outdoor,is_group,difficulty,bonus_points,proof_type,novelty_score,safety_score,feasibility_score,participation_score,overall_score,approve_label
HM_0133,2026-W01,fall,school_area,hot_week / rainy_days=4 / outdoor_days=4,hot_week,14.9,4,4,2,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,3,60,group_photo,5,5,5,3,4,1
HM_0134,2026-W02,fall,park_area,outdoor_good / rainy_days=1 / outdoor_days=5,outdoor_good,15.9,1,5,3,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,1,80,group_photo,2,5,5,3,4,1
HM_0135,2026-W03,summer,park_area,hot_week / rainy_days=2 / outdoor_days=3,hot_week,26.5,2,3,2,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,3,70,group_photo,4,3,3,3,3,0
HM_0136,2026-W04,spring,residential,hot_week / rainy_days=5 / outdoor_days=7,hot_week,13.1,5,7,2,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,3,100,photo,5,2,2,3,3,0
HM_0137,2026-W05,summer,mixed_commercial,indoor_preferred / rainy_days=3 / outdoor_days=7,indoor_preferred,33.9,3,7,4,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,5,50,group_photo,5,5,4,3,4,1
HM_0138,2026-W06,fall,residential,cold_week / rainy_days=4 / outdoor_days=2,cold_week,20.6,4,2,1,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,1,60,group_photo,5,5,5,4,5,1
HM_0139,2026-W07,spring,mixed_commercial,outdoor_good / rainy_days=3 / outdoor_days=6,outdoor_good,14.5,3,6,2,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,3,50,group_photo,5,4,4,3,4,1
HM_0140,2026-W08,spring,residential,hot_week / rainy_days=0 / outdoor_days=4,hot_week,13.4,0,4,0,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,2,60,group_photo,5,5,5,4,5,1
HM_0141,2026-W09,fall,mixed_commercial,hot_week / rainy_days=5 / outdoor_days=7,hot_week,13.3,5,7,4,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,1,60,group_photo,5,5,5,3,4,1
HM_0142,2026-W10,summer,park_area,outdoor_good / rainy_days=3 / outdoor_days=5,outdoor_good,33.8,3,5,3,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,4,70,photo,4,5,4,2,4,1
HM_0143,2026-W11,summer,residential,outdoor_good / rainy_days=0 / outdoor_days=2,outdoor_good,28.2,0,2,1,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,5,50,short_text,4,4,3,2,3,0
HM_0144,2026-W12,summer,residential,hot_week / rainy_days=1 / outdoor_days=5,hot_week,29.4,1,5,2,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,5,100,group_photo,4,5,4,2,4,1
HM_0145,2026-W01,summer,school_area,indoor_preferred / rainy_days=4 / outdoor_days=5,indoor_preferred,29.2,4,5,1,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,1,70,group_photo,5,5,5,4,5,1
HM_0146,2026-W02,fall,mixed_commercial,hot_week / rainy_days=1 / outdoor_days=3,hot_week,18.6,1,3,1,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,80,short_text,3,5,4,3,4,1
HM_0147,2026-W03,winter,park_area,mixed / rainy_days=0 / outdoor_days=5,mixed,6.0,0,5,1,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,4,100,group_photo,4,4,3,3,4,1
HM_0148,2026-W04,spring,park_area,cold_week / rainy_days=2 / outdoor_days=3,cold_week,17.2,2,3,0,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,1,80,photo,3,5,5,3,4,1
HM_0149,2026-W05,winter,park_area,cold_week / rainy_days=2 / outdoor_days=3,cold_week,3.4,2,3,2,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,4,50,group_photo,5,3,2,2,3,0
HM_0150,2026-W06,fall,park_area,mixed / rainy_days=0 / outdoor_days=3,mixed,20.1,0,3,4,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,3,60,photo,5,4,4,3,4,1
HM_0151,2026-W07,summer,mixed_commercial,cold_week / rainy_days=2 / outdoor_days=7,cold_week,29.0,2,7,3,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,2,70,photo,3,5,5,4,4,1
HM_0152,2026-W08,winter,park_area,cold_week / rainy_days=0 / outdoor_days=7,cold_week,5.9,0,7,0,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,2,60,photo,5,3,3,4,4,1
HM_0153,2026-W09,spring,park_area,cold_week / rainy_days=3 / outdoor_days=6,cold_week,14.6,3,6,3,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,5,100,short_text,4,1,1,2,2,0
HM_0154,2026-W10,spring,school_area,cold_week / rainy_days=1 / outdoor_days=1,cold_week,19.8,1,1,0,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,2,60,group_photo,5,3,3,3,4,1
HM_0155,2026-W11,fall,school_area,hot_week / rainy_days=5 / outdoor_days=2,hot_week,14.4,5,2,2,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,1,80,short_text,5,2,2,4,3,0
HM_0156,2026-W12,winter,residential,outdoor_good / rainy_days=2 / outdoor_days=5,outdoor_good,3.4,2,5,0,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,2,60,group_photo,5,4,4,4,4,1
HM_0157,2026-W01,fall,residential,outdoor_good / rainy_days=1 / outdoor_days=7,outdoor_good,15.6,1,7,2,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,5,60,group_photo,5,4,3,2,4,1
HM_0158,2026-W02,spring,school_area,indoor_preferred / rainy_days=4 / outdoor_days=3,indoor_preferred,15.6,4,3,3,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,5,70,photo,2,5,4,3,4,1
HM_0159,2026-W03,winter,park_area,outdoor_good / rainy_days=2 / outdoor_days=1,outdoor_good,0.2,2,1,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,2,70,group_photo,5,5,5,3,4,1
HM_0160,2026-W04,winter,park_area,cold_week / rainy_days=5 / outdoor_days=1,cold_week,5.4,5,1,0,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,4,60,group_photo,5,5,4,3,4,1
HM_0161,2026-W05,fall,school_area,outdoor_good / rainy_days=0 / outdoor_days=2,outdoor_good,14.2,0,2,0,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,4,100,group_photo,5,5,4,2,4,1
HM_0162,2026-W06,spring,residential,outdoor_good / rainy_days=3 / outdoor_days=1,outdoor_good,13.5,3,1,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,1,100,photo,3,5,5,3,4,1
HM_0163,2026-W07,winter,park_area,indoor_preferred / rainy_days=2 / outdoor_days=4,indoor_preferred,-2.8,2,4,2,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,3,70,photo,5,5,5,4,5,1
HM_0164,2026-W08,summer,mixed_commercial,outdoor_good / rainy_days=3 / outdoor_days=7,outdoor_good,24.1,3,7,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,4,100,photo,4,5,4,2,4,1
HM_0165,2026-W09,fall,park_area,hot_week / rainy_days=5 / outdoor_days=6,hot_week,21.6,5,6,3,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,3,80,short_text,5,2,2,4,3,0
HM_0166,2026-W10,fall,residential,cold_week / rainy_days=0 / outdoor_days=6,cold_week,10.5,0,6,3,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,3,50,short_text,5,5,5,3,4,1
HM_0167,2026-W11,summer,school_area,indoor_preferred / rainy_days=3 / outdoor_days=5,indoor_preferred,25.5,3,5,3,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,5,100,group_photo,5,3,2,3,3,0
HM_0168,2026-W12,spring,school_area,cold_week / rainy_days=5 / outdoor_days=3,cold_week,15.9,5,3,1,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,5,80,short_text,5,2,1,2,2,0
HM_0169,2026-W01,spring,residential,outdoor_good / rainy_days=4 / outdoor_days=2,outdoor_good,12.6,4,2,3,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,4,100,group_photo,3,5,4,3,4,1
HM_0170,2026-W02,fall,residential,hot_week / rainy_days=5 / outdoor_days=2,hot_week,21.5,5,2,2,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,4,60,group_photo,5,5,4,3,4,1
HM_0171,2026-W03,fall,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=1,outdoor_good,12.5,5,1,0,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,2,60,group_photo,3,5,5,4,4,1
HM_0172,2026-W04,summer,school_area,cold_week / rainy_days=1 / outdoor_days=6,cold_week,28.6,1,6,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,60,short_text,5,5,4,3,4,1
HM_0173,2026-W05,winter,residential,indoor_preferred / rainy_days=0 / outdoor_days=7,indoor_preferred,-4.2,0,7,4,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,3,60,short_text,2,5,5,4,4,1
HM_0174,2026-W06,fall,mixed_commercial,cold_week / rainy_days=0 / outdoor_days=3,cold_week,13.4,0,3,2,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,3,100,group_photo,2,5,5,4,4,1
HM_0175,2026-W07,summer,school_area,outdoor_good / rainy_days=3 / outdoor_days=4,outdoor_good,25.2,3,4,4,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,4,60,short_text,3,5,4,2,4,1
HM_0176,2026-W08,summer,mixed_commercial,mixed / rainy_days=2 / outdoor_days=1,mixed,27.1,2,1,3,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,4,100,group_photo,5,5,4,3,4,1
HM_0177,2026-W09,winter,mixed_commercial,hot_week / rainy_days=1 / outdoor_days=3,hot_week,2.4,1,3,0,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,5,70,photo,5,5,4,3,4,1
HM_0178,2026-W10,winter,residential,cold_week / rainy_days=0 / outdoor_days=7,cold_week,-0.2,0,7,3,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,4,50,group_photo,4,3,2,3,3,0
HM_0179,2026-W11,fall,residential,hot_week / rainy_days=0 / outdoor_days=7,hot_week,9.2,0,7,1,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,5,80,photo,3,5,4,2,4,1
HM_0180,2026-W12,summer,park_area,outdoor_good / rainy_days=5 / outdoor_days=3,outdoor_good,29.3,5,3,2,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,5,50,photo,5,3,2,2,3,0
HM_0181,2026-W01,spring,school_area,indoor_preferred / rainy_days=1 / outdoor_days=7,indoor_preferred,17.0,1,7,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,70,group_photo,5,5,4,3,4,1
HM_0182,2026-W02,winter,mixed_commercial,outdoor_good / rainy_days=2 / outdoor_days=6,outdoor_good,1.7,2,6,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,100,photo,2,5,5,3,4,1
HM_0183,2026-W03,winter,school_area,outdoor_good / rainy_days=3 / outdoor_days=3,outdoor_good,5.7,3,3,2,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,5,100,photo,5,5,4,3,4,1
HM_0184,2026-W04,fall,residential,outdoor_good / rainy_days=1 / outdoor_days=4,outdoor_good,14.4,1,4,3,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,2,60,group_photo,5,2,2,2,3,0
HM_0185,2026-W05,summer,school_area,outdoor_good / rainy_days=1 / outdoor_days=1,outdoor_good,26.5,1,1,3,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,4,50,group_photo,2,5,4,3,4,1
HM_0186,2026-W06,spring,park_area,hot_week / rainy_days=0 / outdoor_days=6,hot_week,10.8,0,6,2,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,2,80,photo,5,3,3,4,4,1
HM_0187,2026-W07,winter,residential,outdoor_good / rainy_days=1 / outdoor_days=6,outdoor_good,-0.0,1,6,1,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,5,60,short_text,5,4,3,2,4,1
HM_0188,2026-W08,summer,park_area,hot_week / rainy_days=1 / outdoor_days=7,hot_week,28.4,1,7,0,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,3,80,short_text,4,3,3,4,4,1
HM_0189,2026-W09,summer,school_area,outdoor_good / rainy_days=5 / outdoor_days=1,outdoor_good,30.0,5,1,2,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,4,70,group_photo,2,5,4,2,3,0
HM_0190,2026-W10,summer,mixed_commercial,hot_week / rainy_days=0 / outdoor_days=3,hot_week,29.0,0,3,2,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,5,80,short_text,3,5,4,2,4,1
HM_0191,2026-W11,winter,residential,outdoor_good / rainy_days=3 / outdoor_days=5,outdoor_good,7.0,3,5,2,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,4,80,photo,4,4,3,3,4,1
HM_0192,2026-W12,fall,residential,mixed / rainy_days=2 / outdoor_days=4,mixed,21.6,2,4,4,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,4,60,photo,5,2,1,1,2,0
HM_0193,2026-W01,spring,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=2,outdoor_good,14.5,5,2,0,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,1,60,short_text,5,3,3,3,4,1
HM_0194,2026-W02,fall,park_area,mixed / rainy_days=0 / outdoor_days=3,mixed,11.8,0,3,3,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,3,100,group_photo,2,5,5,4,4,1
HM_0195,2026-W03,winter,mixed_commercial,cold_week / rainy_days=2 / outdoor_days=7,cold_week,-0.2,2,7,0,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,2,100,photo,3,3,3,4,3,0
HM_0196,2026-W04,spring,park_area,outdoor_good / rainy_days=0 / outdoor_days=5,outdoor_good,14.7,0,5,3,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,2,80,group_photo,4,5,5,3,4,1
HM_0197,2026-W05,fall,residential,cold_week / rainy_days=4 / outdoor_days=1,cold_week,20.6,4,1,3,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,3,70,short_text,4,1,1,2,2,0
HM_0198,2026-W06,winter,residential,mixed / rainy_days=3 / outdoor_days=3,mixed,3.1,3,3,4,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,60,photo,2,5,4,2,3,0
HM_0199,2026-W07,winter,residential,indoor_preferred / rainy_days=2 / outdoor_days=1,indoor_preferred,-4.9,2,1,3,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,2,100,photo,5,5,5,4,5,1
HM_0200,2026-W08,winter,residential,indoor_preferred / rainy_days=4 / outdoor_days=4,indoor_preferred,6.7,4,4,2,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,50,group_photo,3,5,4,3,4,1
